,gen_problem,gen_solve,gen_variables
2,0.0010846666666661047,0.004563200000002136,48
3,0.004309100000000399,0.01389336666666452,125
4,0.014564600000004665,0.045961700000001805,324
5,0.03703249999999514,0.11370056666667001,637
6,0.0924239,0.2724654000000015,1216
7,0.22597633333333533,0.5725309666666712,2025
8,0.3797498666666665,1.1697845000000011,3300
9,0.7063071999999929,1.9067723666666627,4961
10,1.2152078000000017,3.2701817666666577,7344
11,2.0245226666666745,5.355704466666661,10309
12,3.3213491333333423,8.689882000000003,14308
13,5.147040666666659,13.70419073333334,19125
14,7.95215463333335,21.029041133333294,25344
15,11.63537603333333,31.0032377,32657
